,Impact Factor,Citing Journal,All Yrs,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,Rest,Journal
21,1.678,ATTEN PERCEPT PSYCHO,171,0,1,4,9,7,20,17,2,6,15,90,TRENDS IN COGNITIVE SCIENCES
22,,PSYCHON B REV,169,0,8,13,9,5,14,7,13,12,8,80,TRENDS IN COGNITIVE SCIENCES
23,2.266,J VISION,158,1,7,4,3,4,8,23,10,5,10,83,TRENDS IN COGNITIVE SCIENCES
24,2.289,J EXP PSYCHOL HUMAN,156,0,5,7,7,5,9,14,3,12,9,85,TRENDS IN COGNITIVE SCIENCES
25,2.565,COGN AFFECT BEHAV NE,148,2,3,6,11,0,13,16,4,10,11,72,TRENDS IN COGNITIVE SCIENCES
26,2.574,BRAIN COGNITION,140,1,3,2,5,11,15,6,5,13,9,70,TRENDS IN COGNITIVE SCIENCES
27,2.502,J NEUROPHYSIOL,137,1,7,7,8,8,12,7,12,6,6,63,TRENDS IN COGNITIVE SCIENCES
28,,COGNITIVE SCI,132,0,1,11,5,6,8,4,8,7,8,74,TRENDS IN COGNITIVE SCIENCES
29,2.891,BIOL PSYCHOL,131,1,4,3,8,5,17,10,6,7,6,64,TRENDS IN COGNITIVE SCIENCES
30,3.173,BEHAV BRAIN RES,128,0,6,9,9,10,12,9,10,4,8,51,TRENDS IN COGNITIVE SCIENCES
31,,J EXP PSYCHOL GEN,127,1,6,10,7,6,7,7,7,8,7,61,TRENDS IN COGNITIVE SCIENCES
32,7.616,ELIFE,126,2,8,11,10,9,9,9,11,7,6,44,TRENDS IN COGNITIVE SCIENCES
33,1.806,EXP BRAIN RES,124,1,3,2,3,5,7,3,10,6,9,75,TRENDS IN COGNITIVE SCIENCES
34,14.319,NEURON,120,0,13,14,9,14,10,4,8,6,3,39,TRENDS IN COGNITIVE SCIENCES
35,3.382,NEUROSCIENCE,119,0,3,3,3,8,14,6,5,3,9,65,TRENDS IN COGNITIVE SCIENCES
36,2.190,Q J EXP PSYCHOL,117,0,3,8,3,7,6,8,3,3,3,73,TRENDS IN COGNITIVE SCIENCES
37,2.086,LANG COGN NEUROSCI,110,0,3,6,5,6,11,6,5,6,7,55,TRENDS IN COGNITIVE SCIENCES
38,2.851,BRAIN LANG,107,0,3,6,3,10,5,21,7,7,1,44,TRENDS IN COGNITIVE SCIENCES
39,,NAT HUM BEHAV,107,2,8,11,9,8,5,12,5,4,6,37,TRENDS IN COGNITIVE SCIENCES
40,4.231,BRAIN STRUCT FUNCT,103,0,2,8,5,12,11,5,9,0,10,41,TRENDS IN COGNITIVE SCIENCES
41,3.118,PSYCHOPHYSIOLOGY,102,0,0,4,15,4,14,3,6,3,1,52,TRENDS IN COGNITIVE SCIENCES
42,5.666,PHILOS T R SOC B,101,0,8,13,4,8,6,6,3,8,4,41,TRENDS IN COGNITIVE SCIENCES
43,3.869,NEUROIMAGE-CLIN,100,0,2,4,6,9,11,17,3,1,5,42,TRENDS IN COGNITIVE SCIENCES
44,3.138,FRONT BEHAV NEUROSCI,98,0,0,5,10,6,9,11,4,3,4,46,TRENDS IN COGNITIVE SCIENCES
45,3.955,PLOS COMPUT BIOL,98,2,3,4,7,6,5,2,9,7,6,47,TRENDS IN COGNITIVE SCIENCES
46,3.719,BRAIN IMAGING BEHAV,96,0,1,2,2,8,14,8,2,3,7,49,TRENDS IN COGNITIVE SCIENCES
47,,VIS COGN,96,2,9,6,3,6,2,4,0,6,7,51,TRENDS IN COGNITIVE SCIENCES
48,3.582,FRONT AGING NEUROSCI,95,4,4,5,3,13,10,8,5,1,2,40,TRENDS IN COGNITIVE SCIENCES
49,12.353,NAT COMMUN,95,1,4,5,8,3,10,5,7,7,4,41,TRENDS IN COGNITIVE SCIENCES
50,9.251,CURR BIOL,94,6,10,5,9,5,5,6,5,1,6,36,TRENDS IN COGNITIVE SCIENCES
51,,ACTA PSYCHOL,93,1,2,2,0,2,9,5,3,8,9,52,TRENDS IN COGNITIVE SCIENCES
52,,ENEURO,93,3,8,8,7,4,10,3,6,3,4,37,TRENDS IN COGNITIVE SCIENCES
53,2.319,J EXP PSYCHOL LEARN,92,1,5,4,6,7,1,9,3,7,6,43,TRENDS IN COGNITIVE SCIENCES
54,,DEVELOPMENTAL SCI,89,0,0,2,5,4,9,7,4,13,8,37,TRENDS IN COGNITIVE SCIENCES
55,,CURR OPIN BEHAV SCI,81,0,7,12,9,16,2,9,0,2,7,17,TRENDS IN COGNITIVE SCIENCES
56,2.868,INT J PSYCHOPHYSIOL,81,0,0,3,11,2,8,6,4,3,2,42,TRENDS IN COGNITIVE SCIENCES
57,,J EXP CHILD PSYCHOL,81,0,2,8,4,3,4,8,7,3,4,38,TRENDS IN COGNITIVE SCIENCES
58,3.244,NEUROBIOL LEARN MEM,81,0,4,7,4,7,12,8,6,2,2,29,TRENDS IN COGNITIVE SCIENCES
59,15.071,BEHAV BRAIN SCI,80,0,5,5,8,4,5,5,7,6,2,33,TRENDS IN COGNITIVE SCIENCES
60,3.125,BRAIN RES,80,0,4,2,3,5,8,9,5,0,4,40,TRENDS IN COGNITIVE SCIENCES
61,,J AUTISM DEV DISORD,80,0,0,1,0,1,23,6,2,7,1,39,TRENDS IN COGNITIVE SCIENCES
62,19.912,NAT NEUROSCI,79,2,7,9,9,9,5,3,7,1,3,24,TRENDS IN COGNITIVE SCIENCES
63,,PSYCHOL SCI,73,1,5,4,4,4,4,10,2,1,2,36,TRENDS IN COGNITIVE SCIENCES
64,4.277,ANN NY ACAD SCI,72,0,6,8,6,3,13,7,3,2,4,20,TRENDS IN COGNITIVE SCIENCES
65,4.815,DEV COGN NEUROS-NETH,71,0,0,3,5,2,11,7,2,7,2,32,TRENDS IN COGNITIVE SCIENCES
66,2.504,ROY SOC OPEN SCI,69,1,4,3,3,4,2,2,3,10,1,36,TRENDS IN COGNITIVE SCIENCES
67,2.832,EUR J NEUROSCI,68,0,4,0,3,3,5,6,5,4,3,35,TRENDS IN COGNITIVE SCIENCES
68,,PSYCHOL RES-PSYCH FO,68,0,0,0,4,1,5,6,3,5,4,40,TRENDS IN COGNITIVE SCIENCES
69,,MINDFULNESS,66,0,1,5,0,1,7,3,5,6,18,20,TRENDS IN COGNITIVE SCIENCES
70,7.230,PSYCHOL REV,66,1,0,4,2,6,1,5,4,7,3,33,TRENDS IN COGNITIVE SCIENCES
71,32.635,NAT REV NEUROSCI,64,0,7,6,3,5,9,7,4,2,1,20,TRENDS IN COGNITIVE SCIENCES
72,2.455,PSYCHIAT RES-NEUROIM,64,0,0,1,1,2,7,11,3,5,2,32,TRENDS IN COGNITIVE SCIENCES
73,10.848,BRAIN,63,0,1,3,3,11,4,9,7,1,1,23,TRENDS IN COGNITIVE SCIENCES
74,,COGNITION EMOTION,63,0,0,3,4,6,11,1,0,5,3,30,TRENDS IN COGNITIVE SCIENCES
75,,J CONSCIOUSNESS STUD,61,0,4,5,2,4,2,5,3,3,2,31,TRENDS IN COGNITIVE SCIENCES
76,13.250,PSYCHOL BULL,61,0,1,5,1,7,5,4,1,3,3,31,TRENDS IN COGNITIVE SCIENCES
77,,DEV PSYCHOL,59,0,0,1,5,3,5,3,4,5,1,32,TRENDS IN COGNITIVE SCIENCES
78,,MEMORY,59,0,1,3,4,3,5,3,2,1,1,36,TRENDS IN COGNITIVE SCIENCES
79,4.731,PSYCHONEUROENDOCRINO,59,1,5,2,1,5,2,19,2,4,0,18,TRENDS IN COGNITIVE SCIENCES
80,,PERS INDIV DIFFER,58,0,1,1,2,3,4,4,2,3,2,36,TRENDS IN COGNITIVE SCIENCES
81,11.984,BIOL PSYCHIAT,57,0,4,6,2,6,16,9,2,2,1,9,TRENDS IN COGNITIVE SCIENCES
82,,MEM COGNITION,56,0,3,2,0,2,2,1,0,4,2,40,TRENDS IN COGNITIVE SCIENCES
83,9.163,PLOS BIOL,56,2,4,3,7,2,7,3,6,3,2,17,TRENDS IN COGNITIVE SCIENCES
84,11.439,TRENDS NEUROSCI,56,2,8,7,5,7,5,4,2,0,1,15,TRENDS IN COGNITIVE SCIENCES
85,1.547,J NEUROLINGUIST,55,0,1,7,5,3,6,4,1,2,4,22,TRENDS IN COGNITIVE SCIENCES
86,2.069,VISION RES,55,0,1,4,1,2,2,2,3,5,2,33,TRENDS IN COGNITIVE SCIENCES
87,3.768,AUTISM RES,54,0,0,1,1,2,9,6,5,3,0,27,TRENDS IN COGNITIVE SCIENCES
88,,MIND LANG,54,2,2,2,2,3,5,4,6,1,2,25,TRENDS IN COGNITIVE SCIENCES
89,,PHILOS PSYCHOL,54,0,1,1,1,3,4,7,6,3,2,26,TRENDS IN COGNITIVE SCIENCES
90,3.614,CLIN NEUROPHYSIOL,53,0,2,3,8,0,1,2,1,1,1,34,TRENDS IN COGNITIVE SCIENCES
91,,CURR DIR PSYCHOL SCI,53,0,6,5,9,3,3,7,1,3,1,15,TRENDS IN COGNITIVE SCIENCES
92,2.824,HEARING RES,53,0,0,5,1,0,3,1,3,3,8,29,TRENDS IN COGNITIVE SCIENCES
93,4.454,NEUROBIOL AGING,53,1,2,2,1,6,17,4,1,0,2,17,TRENDS IN COGNITIVE SCIENCES
94,2.857,FRONT PSYCHIATRY,51,0,2,6,3,3,10,5,4,3,2,13,TRENDS IN COGNITIVE SCIENCES
95,2.219,BRAIN BEHAV,50,0,0,2,1,6,4,10,5,1,2,19,TRENDS IN COGNITIVE SCIENCES
96,3.966,HIPPOCAMPUS,50,0,0,2,1,11,2,4,2,4,2,22,TRENDS IN COGNITIVE SCIENCES
97,,NEUROSCI CONSCIOUS,50,0,7,4,5,4,1,3,2,3,4,17,TRENDS IN COGNITIVE SCIENCES
98,2.575,SOC NEUROSCI-UK,50,0,0,0,4,4,7,3,0,4,1,27,TRENDS IN COGNITIVE SCIENCES
99,,EMOTION,49,0,5,3,3,2,4,3,2,3,1,23,TRENDS IN COGNITIVE SCIENCES
100,3.786,J AFFECT DISORDERS,49,0,1,1,1,3,9,9,4,2,2,17,TRENDS IN COGNITIVE SCIENCES
