,Impact Factor,Citing Journal,All Yrs,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,Rest,Journal
59,10.376,PHARMACOL THERAPEUT,103,1,6,8,13,5,9,8,8,12,6,27,CANCER CELL
60,13.660,ADV DRUG DELIVER REV,102,0,6,12,7,7,16,7,4,9,5,29,CANCER CELL
61,9.090,HAEMATOLOGICA,102,0,4,11,11,8,17,10,10,2,8,21,CANCER CELL
62,16.710,SCI TRANSL MED,102,1,6,14,17,10,6,12,5,8,3,20,CANCER CELL
63,3.249,J CANCER,99,0,11,5,15,4,10,8,6,3,4,33,CANCER CELL
64,2.656,ONCOTARGETS THER,99,0,11,6,14,8,5,17,7,0,7,24,CANCER CELL
65,8.000,CELL DEATH DIFFER,98,0,6,3,14,13,11,10,5,9,6,21,CANCER CELL
66,19.064,NAT CELL BIOL,98,0,9,14,17,9,11,8,8,5,4,13,CANCER CELL
67,2.757,CURR PHARM DESIGN,97,0,2,6,11,7,7,12,7,7,5,33,CANCER CELL
68,6.217,J EXP CLIN CANC RES,97,3,7,7,3,8,11,9,10,8,4,27,CANCER CELL
69,13.930,ANN ONCOL,96,3,10,18,8,8,5,4,10,7,2,21,CANCER CELL
70,3.831,FRONT PHARMACOL,96,0,4,7,16,7,10,5,6,11,6,24,CANCER CELL
71,3.998,AM J CANCER RES,95,1,4,7,27,4,9,10,8,4,2,19,CANCER CELL
72,6.253,J MED CHEM,94,0,8,12,6,8,6,10,7,4,5,28,CANCER CELL
73,2.583,BIOMED RES INT,92,1,2,3,9,5,13,6,16,4,4,29,CANCER CELL
74,8.537,THERANOSTICS,91,1,10,8,8,7,12,13,8,6,5,13,CANCER CELL
75,10.557,EMBO J,87,0,6,9,10,4,11,11,8,7,2,19,CANCER CELL
76,10.293,EMBO MOL MED,87,1,4,5,14,8,14,10,3,11,4,13,CANCER CELL
77,5.500,CELL PHYSIOL BIOCHEM,85,1,5,7,16,6,5,8,4,5,6,22,CANCER CELL
78,2.436,EXP HEMATOL,84,0,6,6,3,7,13,13,13,0,7,16,CANCER CELL
79,4.495,CRIT REV ONCOL HEMAT,82,0,4,6,5,11,8,4,6,5,2,31,CANCER CELL
80,6.081,CANCER METAST REV,81,2,4,9,6,11,9,10,7,4,4,15,CANCER CELL
81,20.773,GASTROENTEROLOGY,80,0,3,10,10,12,7,13,2,7,6,10,CANCER CELL
82,6.721,CELL MOL LIFE SCI,79,0,4,9,18,5,5,4,1,7,4,22,CANCER CELL
83,26.360,J CLIN ONCOL,79,3,7,15,11,4,9,6,8,2,0,14,CANCER CELL
84,4.722,ONCOGENESIS,79,0,5,4,10,11,10,4,8,4,4,19,CANCER CELL
85,9.188,CANCER IMMUNOL RES,77,1,6,16,12,6,11,2,2,9,3,9,CANCER CELL
86,3.469,CURR MED CHEM,77,0,3,8,9,4,10,4,5,6,2,26,CANCER CELL
87,2.959,J CELL BIOCHEM,76,0,5,4,11,6,5,9,6,5,4,21,CANCER CELL
88,10.790,J EXP MED,76,0,3,8,10,4,7,8,7,4,2,23,CANCER CELL
89,3.060,J NEURO-ONCOL,76,1,4,7,6,5,5,4,14,6,4,20,CANCER CELL
90,3.851,MOL CARCINOGEN,76,0,1,6,11,5,7,7,4,6,9,20,CANCER CELL
91,11.561,NUCLEIC ACIDS RES,76,0,3,8,18,8,6,5,5,4,3,16,CANCER CELL
92,14.079,HEPATOLOGY,72,1,7,4,13,5,7,10,7,6,5,7,CANCER CELL
93,3.622,INT REV CEL MOL BIO,72,0,8,4,6,4,5,5,11,5,6,18,CANCER CELL
94,3.309,EXP CELL RES,71,1,4,2,4,2,6,7,5,9,2,29,CANCER CELL
95,0.833,INT J CLIN EXP MED,71,2,2,5,6,6,4,4,1,2,3,36,CANCER CELL
96,17.016,GUT,70,0,1,2,13,6,14,6,2,8,3,15,CANCER CELL
97,,JCI INSIGHT,70,0,5,12,10,7,7,7,7,4,4,7,CANCER CELL
98,5.072,CARCINOGENESIS,69,0,4,4,8,8,10,4,7,6,5,13,CANCER CELL
99,14.248,MOL CELL,69,2,4,13,6,5,13,5,4,5,4,8,CANCER CELL
100,4.816,EUR J MED CHEM,68,1,2,8,4,5,7,4,2,3,5,27,CANCER CELL
