,Impact Factor,Citing Journal,All Yrs,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,Rest,Journal
54,5.227,NEUROBIOL DIS,331,0,14,19,25,16,22,23,16,16,16,164,NEURON
55,3.468,J COGNITIVE NEUROSCI,323,1,9,28,22,41,27,25,18,20,17,115,NEURON
56,6.544,NEUROPSYCHOPHARMACOL,319,1,13,26,28,26,30,29,21,23,17,105,NEURON
57,14.675,ANNU REV NEUROSCI,316,8,32,31,29,30,31,26,12,24,16,77,NEURON
58,14.163,PROG NEUROBIOL,299,2,5,30,20,13,26,19,24,19,16,125,NEURON
59,10.848,BRAIN,290,7,18,36,22,33,28,26,18,22,10,70,NEURON
60,5.846,GLIA,290,1,13,20,40,17,22,16,16,10,19,116,NEURON
61,2.277,NEUROSCI RES,285,2,20,21,20,16,29,21,17,26,8,105,NEURON
62,3.582,FRONT AGING NEUROSCI,283,3,9,12,23,21,23,16,23,13,12,128,NEURON
63,3.152,FRONT NEUROANAT,277,6,28,16,11,21,13,24,18,8,16,116,NEURON
64,3.966,HIPPOCAMPUS,274,2,17,9,23,17,26,15,22,14,11,118,NEURON
65,5.540,PLOS GENET,273,5,10,12,26,13,23,13,11,7,4,149,NEURON
66,2.662,J NEUROSCI RES,270,1,11,26,29,11,27,7,15,10,12,121,NEURON
67,3.161,NEURAL PLAST,266,3,6,17,25,17,23,10,16,22,11,116,NEURON
68,,FRONT SYST NEUROSCI,265,4,17,22,21,13,21,19,19,22,10,97,NEURON
69,3.138,FRONT BEHAV NEUROSCI,264,3,6,22,10,14,18,21,17,13,21,119,NEURON
70,4.454,NEUROBIOL AGING,262,0,15,26,14,30,11,23,19,16,5,103,NEURON
71,3.262,DEV BIOL,261,3,1,5,8,14,16,14,14,10,12,164,NEURON
72,24.014,PHYSIOL REV,256,0,19,15,9,12,4,17,7,7,14,152,NEURON
73,4.907,CORTEX,253,0,6,15,11,19,18,23,17,12,15,117,NEURON
74,9.163,PLOS BIOL,252,3,21,22,17,23,14,18,12,18,10,94,NEURON
75,41.058,SCIENCE,248,11,17,33,38,17,21,14,10,17,2,68,NEURON
76,,ONCOTARGET,246,0,9,7,13,14,13,14,16,15,10,135,NEURON
77,6.721,CELL MOL LIFE SCI,245,1,6,5,11,11,12,15,18,6,15,145,NEURON
78,2.559,BIOCHEM BIOPH RES CO,242,2,7,16,22,16,14,15,14,9,15,112,NEURON
79,3.500,SOC COGN AFFECT NEUR,238,0,2,16,13,17,18,15,15,11,29,102,NEURON
80,8.784,J CELL BIOL,235,5,11,15,16,14,20,14,18,6,8,108,NEURON
81,11.439,TRENDS NEUROSCI,235,4,24,23,25,28,17,19,16,8,9,62,NEURON
82,4.691,TRANSL PSYCHIAT,232,0,15,18,28,17,15,21,17,8,11,82,NEURON
83,3.440,BRAIN RES BULL,230,0,10,19,17,16,13,12,12,11,17,103,NEURON
84,,CURR OPIN BEHAV SCI,224,8,14,35,48,16,13,21,11,7,10,41,NEURON
85,15.557,TRENDS COGN SCI,211,1,24,29,30,22,23,16,10,4,5,47,NEURON
86,15.876,ACTA NEUROPATHOL,210,0,19,17,25,28,14,20,17,7,5,58,NEURON
87,1.184,JOVE-J VIS EXP,209,0,9,15,18,13,13,12,12,11,8,98,NEURON
88,4.211,ACS CHEM NEUROSCI,203,1,13,18,12,16,13,14,8,7,9,92,NEURON
89,6.426,MOL NEURODEGENER,202,2,21,17,16,22,13,20,15,9,5,62,NEURON
90,2.266,J VISION,192,0,3,11,5,3,20,9,4,14,9,114,NEURON
91,3.495,BIOPHYS J,190,7,13,6,7,14,11,10,6,9,12,95,NEURON
92,2.234,NEURAL REGEN RES,188,7,11,7,16,19,19,10,6,7,3,83,NEURON
93,3.508,FRONT NEUROL,187,2,9,6,14,16,17,11,22,10,6,74,NEURON
94,7.461,NEUROSCIENTIST,182,3,8,18,17,21,14,12,8,10,4,67,NEURON
95,2.671,LEARN MEMORY,178,3,7,7,12,10,13,11,7,12,10,86,NEURON
96,2.772,NEUROCHEM RES,176,0,7,10,17,16,10,9,9,3,7,88,NEURON
97,2.757,CURR PHARM DESIGN,175,1,5,10,13,7,9,12,11,5,17,85,NEURON
98,2.999,FEBS LETT,173,6,13,15,14,18,10,11,8,9,4,65,NEURON
99,10.557,EMBO J,166,8,12,19,16,16,15,5,10,4,10,51,NEURON
100,,BRAIN SCI,162,3,7,10,10,9,11,9,16,11,9,67,NEURON
