,Impact Factor,Citing Journal,All Yrs,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,Rest,Journal
54,5.971,J NEUROSCI,23,0,1,2,1,1,0,5,3,2,1,7,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
55,3.989,STEM CELLS INT,23,2,4,1,2,0,4,0,1,2,0,7,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
56,3.184,BIOL REPROD,22,0,1,2,5,1,0,1,1,2,0,9,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
57,4.019,FRONT MICROBIOL,22,0,5,3,1,1,0,2,1,1,2,6,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
58,3.495,BIOPHYS J,21,0,1,2,3,0,4,2,2,1,3,3,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
59,3.043,CELL TISSUE RES,21,0,2,1,5,2,1,1,0,0,1,8,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
60,6.020,FREE RADICAL BIO MED,21,0,0,3,3,0,4,3,4,0,0,4,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
61,3.191,GENES-BASEL,21,0,0,5,7,2,1,1,2,0,0,3,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
62,9.247,CSH PERSPECT BIOL,20,0,0,2,11,2,0,1,0,1,0,3,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
63,4.902,HUM MOL GENET,20,1,0,3,4,1,0,3,2,0,0,6,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
64,2.976,ONCOL REP,20,1,1,1,1,0,6,0,2,1,2,5,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
65,,TUMOR BIOL,20,1,1,3,6,0,2,3,2,0,0,2,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
66,10.015,CURR OPIN CELL BIOL,19,0,5,3,2,0,2,0,0,3,1,3,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
67,4.530,FEBS J,19,5,4,0,4,0,1,1,0,2,0,2,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
68,3.831,FRONT PHARMACOL,19,2,3,5,2,1,3,0,0,0,0,3,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
69,2.742,G3-GENES GENOM GENET,19,0,2,1,1,1,3,0,1,2,2,6,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
70,9.462,GENE DEV,19,2,0,2,6,0,1,3,1,2,0,2,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
71,2.667,GENESIS,19,0,8,1,2,1,1,0,0,3,0,3,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
72,18.564,TRENDS CELL BIOL,19,0,2,4,5,1,0,3,2,1,0,1,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
73,2.583,BIOMED RES INT,18,1,2,3,2,1,2,0,0,4,0,3,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
74,31.398,CELL,18,1,4,2,5,0,2,0,0,1,0,3,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
75,3.487,CELL SIGNAL,18,0,1,1,2,0,3,2,1,1,2,5,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
76,3.333,INT J ONCOL,18,0,0,2,4,2,2,3,2,0,0,3,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
77,4.894,J MOL BIOL,18,2,2,2,2,0,1,0,4,0,0,5,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
78,4.936,OXID MED CELL LONGEV,18,1,3,1,1,0,3,0,6,1,0,2,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
79,2.118,PEERJ,18,0,0,0,0,3,0,0,7,7,0,1,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
80,2.765,PFLUG ARCH EUR J PHY,18,1,0,6,6,0,1,0,0,1,0,3,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
81,10.557,EMBO J,17,0,1,1,4,0,5,0,3,2,0,1,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
82,3.961,ENDOCRINOLOGY,17,0,4,0,5,0,3,0,2,0,2,1,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
83,2.498,GENE,17,0,2,1,1,0,0,4,3,1,0,5,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
84,6.537,STEM CELL REP,17,0,1,1,5,1,3,1,1,0,1,3,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
85,1.760,ADV EXP MED BIOL,16,0,1,0,1,0,2,0,1,0,1,10,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
86,11.100,AUTOPHAGY,16,0,0,1,3,0,2,6,1,0,0,3,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
87,5.326,CANCERS,16,3,2,1,2,0,0,2,1,1,1,3,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
88,3.304,CELL CYCLE,16,0,3,2,2,0,2,2,1,2,1,1,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
89,1.396,INT J CLIN EXP PATHO,16,0,1,4,0,0,2,1,4,0,3,1,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
90,2.959,J CELL BIOCHEM,16,0,0,1,6,1,2,1,0,0,1,4,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
91,4.539,J IMMUNOL,16,2,0,6,2,0,1,0,0,2,2,1,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
92,6.378,SCI SIGNAL,16,0,2,3,1,0,6,2,0,1,0,1,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
93,41.058,SCIENCE,16,0,2,5,4,2,0,0,0,1,0,2,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
94,3.110,CURR TOP DEV BIOL,15,0,3,0,7,1,1,1,0,1,0,1,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
95,2.598,DEV NEUROBIOL,15,0,1,2,2,0,2,0,0,3,0,5,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
96,2.164,HISTOCHEM CELL BIOL,15,0,0,3,3,0,0,2,2,1,0,4,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
97,2.432,J EXP ZOOL PART B,15,0,1,1,2,0,0,0,5,3,1,2,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
98,3.950,J PROTEOME RES,15,0,0,6,1,0,2,4,0,0,0,2,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
99,4.089,J TISSUE ENG REGEN M,15,0,0,0,1,0,3,0,0,3,2,6,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
100,3.098,MOLECULES,15,0,0,4,2,1,1,2,0,1,1,3,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
