,Impact Factor,Cited Journal,All Yrs,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,Rest,Journal
79,3.490,J NEUROPATH EXP NEUR,46,0,2,1,3,1,3,2,3,3,0,28,BRAIN BEHAVIOR AND IMMUNITY
80,18.881,CIRCULATION,45,0,0,1,0,0,1,2,0,0,0,41,BRAIN BEHAVIOR AND IMMUNITY
81,4.224,J LEUKOCYTE BIOL,45,0,5,1,1,0,6,2,4,5,3,18,BRAIN BEHAVIOR AND IMMUNITY
82,4.248,EUR J IMMUNOL,44,0,1,3,2,2,5,2,5,4,4,16,BRAIN BEHAVIOR AND IMMUNITY
83,2.668,J NEUROSCI METH,41,0,0,2,1,5,1,4,3,3,5,17,BRAIN BEHAVIOR AND IMMUNITY
84,3.123,PEDIATR RES,41,0,3,4,3,1,2,0,1,0,1,26,BRAIN BEHAVIOR AND IMMUNITY
85,6.308,CEREB CORTEX,40,1,5,1,1,4,5,1,4,1,3,14,BRAIN BEHAVIOR AND IMMUNITY
86,19.819,NAT REV NEUROL,40,1,1,12,12,4,3,3,4,0,0,0,BRAIN BEHAVIOR AND IMMUNITY
87,14.188,TRENDS IMMUNOL,40,0,1,5,1,3,5,0,1,0,1,23,BRAIN BEHAVIOR AND IMMUNITY
88,4.418,HORM BEHAV,39,0,4,1,1,4,11,2,1,1,1,13,BRAIN BEHAVIOR AND IMMUNITY
89,5.515,PEDIATRICS,39,0,0,0,1,0,5,2,1,6,4,20,BRAIN BEHAVIOR AND IMMUNITY
90,2.538,PHARMACOL BIOCHEM BE,39,2,2,7,5,1,1,3,1,1,1,15,BRAIN BEHAVIOR AND IMMUNITY
91,22.714,ANNU REV IMMUNOL,38,0,1,3,2,1,4,3,3,9,0,12,BRAIN BEHAVIOR AND IMMUNITY
92,16.710,SCI TRANSL MED,38,0,1,11,11,1,11,2,0,1,0,0,BRAIN BEHAVIOR AND IMMUNITY
93,3.476,J ALZHEIMERS DIS,37,1,5,2,5,3,5,4,8,2,0,2,BRAIN BEHAVIOR AND IMMUNITY
94,3.664,J NEUROIMMUNE PHARM,37,0,2,5,2,10,7,0,5,6,0,0,BRAIN BEHAVIOR AND IMMUNITY
95,12.353,NAT COMMUN,37,0,10,10,12,3,1,1,0,0,0,0,BRAIN BEHAVIOR AND IMMUNITY
96,3.514,CYTOKINE,36,0,0,2,4,1,2,2,3,1,7,14,BRAIN BEHAVIOR AND IMMUNITY
97,5.475,PSYCHOL MED,36,1,3,2,4,1,7,0,1,4,2,11,BRAIN BEHAVIOR AND IMMUNITY
98,4.069,AM J PATHOL,35,0,1,0,0,2,1,7,3,0,4,17,BRAIN BEHAVIOR AND IMMUNITY
99,2.238,NEUROIMMUNOMODULAT,35,0,0,2,6,1,3,1,3,2,2,15,BRAIN BEHAVIOR AND IMMUNITY
100,14.163,PROG NEUROBIOL,35,1,3,2,4,1,3,3,4,1,2,11,BRAIN BEHAVIOR AND IMMUNITY
