,Impact Factor,Cited Journal,All Yrs,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,Rest,Journal
54,10.790,J EXP MED,63,0,2,5,3,3,3,6,2,3,1,35,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
55,4.894,J MOL BIOL,62,0,5,4,0,1,0,1,3,4,5,39,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
56,42.784,NAT REV CANCER,62,0,2,1,8,5,11,7,1,8,3,16,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
57,22.844,CANCER CELL,61,0,7,5,10,6,9,4,4,1,1,14,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
58,8.855,AM J HUM GENET,60,4,2,7,5,7,8,3,3,2,5,14,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
59,19.734,IMMUNITY,59,0,4,7,7,12,0,3,2,5,1,18,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
60,10.015,CURR OPIN CELL BIOL,58,4,3,6,3,5,2,2,6,5,3,19,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
61,13.333,NAT STRUCT MOL BIOL,58,0,4,0,5,10,9,3,5,8,2,12,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
62,18.564,TRENDS CELL BIOL,58,0,8,5,8,3,6,4,4,0,6,14,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
63,3.857,BIOCHEM J,57,0,2,4,0,6,4,0,0,2,1,38,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
64,41.465,NAT REV GENET,56,0,4,1,4,3,5,5,4,6,6,18,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
65,5.587,STEM CELLS,56,1,4,6,4,11,4,8,4,3,1,10,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
66,7.627,AGING CELL,55,3,3,6,6,5,8,3,1,1,3,16,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
67,5.595,FASEB J,55,0,3,5,5,4,4,3,3,10,6,12,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
68,9.032,ANNU REV CELL DEV BI,54,0,0,3,5,3,3,1,3,8,2,26,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
69, ,ONCOTARGET,54,0,26,17,7,1,2,0,0,0,0,1,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
70,8.749,EMBO REP,52,0,1,6,2,3,6,7,3,4,3,17,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
71,3.400,J COMP NEUROL,52,0,0,2,1,4,0,1,2,2,4,36,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
72,41.982,NAT REV IMMUNOL,51,0,0,3,11,3,2,1,6,6,4,15,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
73,4.069,AM J PATHOL,50,0,3,2,4,5,3,5,5,3,2,18,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
74, ,ARTHRITIS RHEUM-US,48,0,0,0,0,6,7,3,9,6,3,14,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
75,2.997,BIOCHEMISTRY-US,48,0,0,1,1,1,1,2,0,0,2,40,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
76,2.999,FEBS LETT,46,0,1,2,5,4,5,3,0,0,2,24,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
77,4.075,GENETICS,45,2,2,4,3,0,3,1,0,1,4,25,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
78,6.314,J BONE MINER RES,44,0,0,13,2,6,5,5,3,0,2,8,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
79,16.710,SCI TRANSL MED,44,3,5,8,8,3,8,6,2,1,0,0,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
80,9.247,CSH PERSPECT BIOL,43,0,4,2,1,7,12,8,7,2,0,0,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
81,5.454,OSTEOARTHR CARTILAGE,43,0,5,9,4,2,2,1,2,3,2,13,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
82,26.360,J CLIN ONCOL,42,0,3,6,4,1,5,2,4,3,3,11,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
83,6.448,J INVEST DERMATOL,42,0,1,5,6,3,4,1,4,0,2,16,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
84,5.922,BRIT J CANCER,41,0,4,4,5,3,2,3,2,2,1,15,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
85,20.565,CELL METAB,39,1,7,8,4,3,2,5,4,1,1,3,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
86,3.043,CELL TISSUE RES,39,0,2,7,1,3,2,2,4,0,1,17,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
87,13.214,GENOME BIOL,39,0,4,8,7,4,3,1,1,0,1,10,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
88,10.101,GENOME RES,39,0,1,1,2,4,4,1,4,3,1,18,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
89, ,J EXTRACELL VESICLES,39,0,3,14,6,11,4,0,0,0,0,1,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
90,21.809,NAT IMMUNOL,39,0,2,3,2,3,2,4,3,2,3,15,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
91,6.158,PLOS PATHOG,39,1,1,5,3,7,7,4,6,3,0,2,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
92,3.730,BMC GENOMICS,38,0,1,7,7,4,4,1,3,5,4,2,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
93,3.304,CELL CYCLE,38,0,3,2,0,4,7,2,6,4,3,7,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
94,26.919,NAT METHODS,38,1,2,3,2,7,6,2,4,3,4,4,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
95,8.000,CELL DEATH DIFFER,37,2,0,4,2,3,9,0,1,3,3,10,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
96,2.824,HEARING RES,37,0,2,2,2,2,0,6,1,2,1,19,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
97,3.256,INFECT IMMUN,37,0,0,1,3,2,3,1,1,1,2,23,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
98,2.487,NEUROMUSCULAR DISORD,37,0,1,3,6,6,3,7,4,1,1,5,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
99,24.014,PHYSIOL REV,37,0,1,0,2,5,6,1,0,0,4,18,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
100,5.236,MOL CELL PROTEOMICS,36,1,0,2,1,7,4,1,10,4,0,6,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY
