,Impact Factor,Citing Journal,All Yrs,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,Rest,Journal
83,5.457,J CARDIOVASC MAGN R,31,2,2,5,1,0,1,2,3,2,0,13,IEEE TRANSACTIONS ON MEDICAL IMAGING
84,2.073,SIGNAL PROCESS-IMAGE,31,0,1,2,0,2,0,4,2,1,1,18,IEEE TRANSACTIONS ON MEDICAL IMAGING
85,9.455,IEEE T PATTERN ANAL,30,0,0,1,1,4,2,2,2,0,1,17,IEEE TRANSACTIONS ON MEDICAL IMAGING
86,3.388,INVEST OPHTH VIS SCI,30,0,2,0,1,1,2,1,7,5,1,10,IEEE TRANSACTIONS ON MEDICAL IMAGING
87,7.439,J NUCL MED,30,0,2,1,3,1,6,2,2,2,0,11,IEEE TRANSACTIONS ON MEDICAL IMAGING
88,1.832,MAGN RESON MATER PHY,30,0,1,3,1,0,1,2,3,0,2,17,IEEE TRANSACTIONS ON MEDICAL IMAGING
89,2.377,ULTRASONICS,30,0,1,5,2,5,2,1,0,2,0,12,IEEE TRANSACTIONS ON MEDICAL IMAGING
90,1.754,IEEE J TRANSL ENG HE,29,0,0,2,1,2,3,1,2,1,3,14,IEEE TRANSACTIONS ON MEDICAL IMAGING
91,6.224,INVEST RADIOL,29,1,4,1,2,2,0,2,4,1,0,12,IEEE TRANSACTIONS ON MEDICAL IMAGING
92,,RADIOL PHYS TECHNOL,29,0,3,0,1,3,1,0,1,0,1,19,IEEE TRANSACTIONS ON MEDICAL IMAGING
93,1.605,J ACOUST SOC AM,28,1,2,2,0,3,4,3,1,2,1,9,IEEE TRANSACTIONS ON MEDICAL IMAGING
94,5.971,J NEUROSCI,28,0,0,0,1,1,1,2,2,1,2,18,IEEE TRANSACTIONS ON MEDICAL IMAGING
95,3.998,METHODS,28,0,2,2,1,3,1,1,6,0,0,12,IEEE TRANSACTIONS ON MEDICAL IMAGING
96,0.993,OPT ENG,28,0,2,1,2,2,2,2,1,0,1,15,IEEE TRANSACTIONS ON MEDICAL IMAGING
97,1.635,BMC MED IMAGING,27,0,1,1,4,1,2,3,1,2,1,11,IEEE TRANSACTIONS ON MEDICAL IMAGING
98,2.391,COMPUT VIS IMAGE UND,27,0,0,1,0,2,0,2,2,2,1,17,IEEE TRANSACTIONS ON MEDICAL IMAGING
99,1.472,INT J MED ROBOT COMP,27,0,0,1,2,3,4,1,2,2,0,12,IEEE TRANSACTIONS ON MEDICAL IMAGING
100,1.925,J COMPUT SCI-NETH,27,0,3,2,2,0,0,0,0,0,0,20,IEEE TRANSACTIONS ON MEDICAL IMAGING
