,Impact Factor,Citing Journal,All Yrs,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,Rest,Journal
39,5.193,J NEUROINFLAMM,75,1,11,9,8,3,4,0,10,1,0,28,ACTA NEUROPATHOLOGICA
40,8.037,NEUROSCI BIOBEHAV R,75,1,7,8,2,10,2,9,4,3,1,28,ACTA NEUROPATHOLOGICA
41,2.371,INT REV NEUROBIOL,74,2,2,3,6,5,5,3,11,7,7,23,ACTA NEUROPATHOLOGICA
42,2.448,J NEUROL SCI,71,1,7,6,5,2,4,8,3,1,2,32,ACTA NEUROPATHOLOGICA
43,10.250,ANN NEUROL,68,3,6,4,9,7,6,4,4,1,3,21,ACTA NEUROPATHOLOGICA
44,6.306,BRAIN BEHAV IMMUN,67,0,5,6,7,9,6,0,8,3,2,21,ACTA NEUROPATHOLOGICA
45,5.846,GLIA,67,0,6,7,6,5,4,3,7,4,0,25,ACTA NEUROPATHOLOGICA
46,2.559,BIOCHEM BIOPH RES CO,65,1,12,3,6,7,5,3,5,3,2,18,ACTA NEUROPATHOLOGICA
47,12.353,NAT COMMUN,65,0,3,13,6,5,4,6,4,3,1,20,ACTA NEUROPATHOLOGICA
48,1.640,J CLIN NEUROSCI,64,1,10,4,2,5,6,4,2,0,1,29,ACTA NEUROPATHOLOGICA
49,26.360,J CLIN ONCOL,64,5,12,11,7,7,12,4,4,0,0,2,ACTA NEUROPATHOLOGICA
50,3.382,NEUROSCIENCE,64,1,2,4,4,4,4,3,6,8,4,24,ACTA NEUROPATHOLOGICA
51,3.172,J PARKINSON DIS,63,1,3,5,8,2,9,0,8,3,9,15,ACTA NEUROPATHOLOGICA
52,14.319,NEURON,63,2,9,8,11,12,1,1,6,2,0,11,ACTA NEUROPATHOLOGICA
53,6.721,CELL MOL LIFE SCI,62,1,4,5,1,11,4,2,3,3,4,24,ACTA NEUROPATHOLOGICA
54,19.819,NAT REV NEUROL,62,5,6,5,4,2,3,6,7,4,1,19,ACTA NEUROPATHOLOGICA
55,12.764,ALZHEIMERS DEMENT,61,0,0,3,7,5,9,3,2,6,1,25,ACTA NEUROPATHOLOGICA
56,5.015,ALZHEIMERS RES THER,61,2,2,5,5,7,6,3,11,4,0,16,ACTA NEUROPATHOLOGICA
57,2.757,CURR PHARM DESIGN,61,2,8,2,3,2,4,1,8,4,0,27,ACTA NEUROPATHOLOGICA
58,3.125,BRAIN RES,60,0,2,2,4,2,3,3,8,2,0,34,ACTA NEUROPATHOLOGICA
59,,DIS TARG NEUR DISXB,60,0,4,9,15,14,2,1,3,2,2,8,ACTA NEUROPATHOLOGICA
60,4.483,EXP NEUROL,58,0,10,5,2,3,4,1,3,5,2,23,ACTA NEUROPATHOLOGICA
61,2.779,J NEURAL TRANSM,58,1,5,2,10,1,1,3,4,6,2,23,ACTA NEUROPATHOLOGICA
62,5.002,J NEUROTRAUM,58,0,10,6,5,1,2,2,1,1,0,30,ACTA NEUROPATHOLOGICA
63,5.719,NEUROTHERAPEUTICS,58,2,8,8,3,6,10,9,0,2,0,10,ACTA NEUROPATHOLOGICA
64,1.929,ACTA NEUROCHIR,57,3,11,10,4,3,8,0,3,0,1,14,ACTA NEUROPATHOLOGICA
65,3.478,CURR NEUROL NEUROSCI,57,1,11,4,3,5,2,4,3,2,5,17,ACTA NEUROPATHOLOGICA
66,5.220,CLIN SCI,56,0,6,0,1,2,4,7,5,4,0,27,ACTA NEUROPATHOLOGICA
67,1.235,CHILD NERV SYST,55,1,9,2,6,1,9,3,5,4,0,15,ACTA NEUROPATHOLOGICA
68,2.772,NEUROCHEM RES,55,0,6,3,3,3,2,2,4,3,1,28,ACTA NEUROPATHOLOGICA
69,3.289,CURR ALZHEIMER RES,53,1,0,3,3,3,5,4,3,5,2,24,ACTA NEUROPATHOLOGICA
70,3.653,AM J NEURORADIOL,52,0,6,3,4,3,8,2,6,2,1,17,ACTA NEUROPATHOLOGICA
71,3.658,ARCH PATHOL LAB MED,52,0,6,10,11,4,6,6,0,1,2,6,ACTA NEUROPATHOLOGICA
72,4.011,J BIOL CHEM,51,3,8,5,2,5,3,1,7,4,3,10,ACTA NEUROPATHOLOGICA
73,9.247,CSH PERSPECT BIOL,49,0,6,3,7,5,4,3,2,5,3,11,ACTA NEUROPATHOLOGICA
74,11.460,JAMA NEUROL,49,2,9,9,6,0,3,4,3,1,1,11,ACTA NEUROPATHOLOGICA
75,27.144,LANCET NEUROL,48,2,9,6,9,2,4,2,3,2,2,7,ACTA NEUROPATHOLOGICA
76,1.664,ONCOL LETT,48,0,4,0,1,3,2,1,1,1,0,35,ACTA NEUROPATHOLOGICA
77,4.010,CURR OPIN NEUROL,47,9,8,7,3,5,6,3,1,2,0,3,ACTA NEUROPATHOLOGICA
78,3.869,NEUROIMAGE-CLIN,47,1,2,0,2,3,4,3,5,4,0,23,ACTA NEUROPATHOLOGICA
79,2.655,J NEUROIMMUNOL,46,1,6,6,2,5,4,2,1,1,0,18,ACTA NEUROPATHOLOGICA
80,8.032,CELL REP,45,0,5,3,7,5,5,5,3,0,2,10,ACTA NEUROPATHOLOGICA
81,2.662,J NEUROSCI RES,44,0,4,2,0,2,4,1,7,3,1,20,ACTA NEUROPATHOLOGICA
82,5.108,BBA-MOL BASIS DIS,43,1,7,4,2,6,1,0,3,2,1,16,ACTA NEUROPATHOLOGICA
83,1.922,MOL MED REP,43,0,1,0,1,2,1,2,3,4,0,29,ACTA NEUROPATHOLOGICA
84,8.973,AGEING RES REV,42,0,4,5,4,2,1,2,3,1,2,18,ACTA NEUROPATHOLOGICA
85,6.308,CEREB CORTEX,42,0,2,6,2,0,4,2,7,1,0,18,ACTA NEUROPATHOLOGICA
86,4.995,CURR OPIN GENET DEV,42,0,8,9,4,16,1,1,0,0,0,3,ACTA NEUROPATHOLOGICA
87,2.166,NEUROL INDIA,42,0,5,0,4,3,2,2,1,0,0,25,ACTA NEUROPATHOLOGICA
88,2.976,ONCOL REP,41,0,6,2,2,4,3,1,2,3,0,18,ACTA NEUROPATHOLOGICA
89,4.211,ACS CHEM NEUROSCI,40,1,7,2,3,7,1,2,4,4,1,8,ACTA NEUROPATHOLOGICA
90,2.583,BIOMED RES INT,40,1,7,1,0,1,1,0,4,2,1,22,ACTA NEUROPATHOLOGICA
91,3.152,FRONT NEUROANAT,40,1,4,3,2,3,3,2,3,3,1,15,ACTA NEUROPATHOLOGICA
92,5.426,NEUROIMAGE,40,1,3,1,2,1,0,1,1,1,2,27,ACTA NEUROPATHOLOGICA
93,4.721,PARKINSONISM RELAT D,39,0,2,1,6,1,3,2,9,0,2,13,ACTA NEUROPATHOLOGICA
94,7.144,J NEUROL NEUROSUR PS,38,3,6,6,4,2,3,5,3,3,0,3,ACTA NEUROPATHOLOGICA
95,32.635,NAT REV NEUROSCI,38,1,4,4,6,4,3,2,4,1,1,8,ACTA NEUROPATHOLOGICA
96,10.557,EMBO J,37,3,3,9,1,10,2,1,2,0,1,5,ACTA NEUROPATHOLOGICA
97,10.293,EMBO MOL MED,37,0,4,6,8,10,0,1,2,1,0,5,ACTA NEUROPATHOLOGICA
98,4.249,NEUROPHARMACOLOGY,37,0,1,7,3,4,0,2,2,4,1,13,ACTA NEUROPATHOLOGICA
99,2.011,PRION,37,2,10,0,2,1,1,1,4,1,0,15,ACTA NEUROPATHOLOGICA
100,,AKTUEL NEUROL,36,2,3,0,4,0,4,1,4,2,3,13,ACTA NEUROPATHOLOGICA
