,Impact Factor,Cited Journal,All Yrs,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,Rest,Journal
69,3.256,INFECT IMMUN,29,0,0,1,4,0,3,1,2,0,1,17,Science Translational Medicine
70,11.238,JNCI-J NATL CANCER I,29,2,2,1,5,1,2,0,1,0,2,13,Science Translational Medicine
71,15.876,ACTA NEUROPATHOL,28,1,0,3,4,5,6,1,1,0,0,7,Science Translational Medicine
72,2.559,BIOCHEM BIOPH RES CO,27,0,1,0,0,0,1,1,0,4,5,15,Science Translational Medicine
73,20.565,CELL METAB,27,2,1,5,5,2,2,2,0,0,2,6,Science Translational Medicine
74,10.557,EMBO J,27,0,1,1,2,1,4,0,2,1,0,15,Science Translational Medicine
75,5.587,STEM CELLS,27,0,3,2,1,4,4,2,1,4,4,2,Science Translational Medicine
76,7.422,EMERG INFECT DIS,26,0,6,5,1,2,1,3,0,1,2,5,Science Translational Medicine
77,10.101,GENOME RES,26,1,1,3,0,3,5,0,6,1,2,4,Science Translational Medicine
78,14.079,HEPATOLOGY,26,0,2,3,5,1,1,1,2,2,0,9,Science Translational Medicine
79,6.253,J MED CHEM,26,0,1,6,2,4,4,1,0,3,2,3,Science Translational Medicine
80,3.813,MOL CELL BIOL,26,0,1,0,0,1,2,2,1,0,2,17,Science Translational Medicine
81,9.462,GENE DEV,25,0,0,2,4,4,0,2,0,0,0,13,Science Translational Medicine
82,17.016,GUT,25,2,2,1,3,2,3,4,1,0,0,7,Science Translational Medicine
83,4.224,J LEUKOCYTE BIOL,25,0,4,2,1,3,2,0,1,0,2,10,Science Translational Medicine
84,35.612,NAT REV MOL CELL BIO,25,0,1,1,4,2,4,2,2,0,3,6,Science Translational Medicine
85,8.055,NEUROLOGY,25,0,2,2,0,0,3,1,1,1,0,15,Science Translational Medicine
86,11.675,PLOS MED,25,0,1,1,1,0,1,3,2,2,3,11,Science Translational Medicine
87,2.997,BIOCHEMISTRY-US,24,0,0,0,1,0,0,1,0,1,0,21,Science Translational Medicine
88,8.806,BIOMATERIALS,24,1,2,3,4,3,0,2,1,4,1,3,Science Translational Medicine
89,2.213,BMC BIOINFORMATICS,24,0,1,1,1,0,3,6,2,3,2,5,Science Translational Medicine
90,36.421,LANCET ONCOL,24,1,1,7,4,2,2,3,2,1,0,1,Science Translational Medicine
91, ,ONCOTARGET,24,0,11,10,2,1,0,0,0,0,0,0,Science Translational Medicine
92,4.914,AIDS,23,2,3,2,3,3,1,3,1,1,0,4,Science Translational Medicine
93,5.595,FASEB J,22,0,0,1,2,4,2,4,2,1,1,5,Science Translational Medicine
94,5.511,FRONT IMMUNOL,22,1,1,4,11,3,2,0,0,0,0,0,Science Translational Medicine
95,3.633,APPL ENVIRON MICROB,21,0,0,1,2,0,1,1,0,3,1,12,Science Translational Medicine
96,3.857,BIOCHEM J,21,1,1,1,0,2,1,3,0,1,0,11,Science Translational Medicine
97,17.872,CELL HOST MICROBE,21,0,3,7,4,1,1,1,1,1,2,0,Science Translational Medicine
98,6.023,DIABETOLOGIA,21,0,2,3,1,2,3,1,1,0,0,8,Science Translational Medicine
99,3.706,J PHARMACOL EXP THER,21,0,0,0,3,1,1,1,0,0,0,15,Science Translational Medicine
100,41.465,NAT REV GENET,21,0,4,0,2,4,2,2,1,2,1,3,Science Translational Medicine
