,Impact Factor,Citing Journal,All Yrs,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,Rest,Journal
17,11.640,MOL PSYCHIATR,227,2,12,20,25,18,26,15,21,9,18,61,NEUROPSYCHOPHARMACOLOGY
18,3.138,FRONT BEHAV NEUROSCI,220,5,10,14,16,16,10,17,23,9,17,83,NEUROPSYCHOPHARMACOLOGY
19,3.981,INT J NEUROPSYCHOPH,213,14,11,7,17,17,18,15,16,9,18,71,NEUROPSYCHOPHARMACOLOGY
20,2.538,PHARMACOL BIOCHEM BE,211,7,12,14,16,15,10,10,15,14,17,81,NEUROPSYCHOPHARMACOLOGY
21,3.322,DRUG ALCOHOL DEPEN,204,4,16,18,21,13,19,12,19,11,14,57,NEUROPSYCHOPHARMACOLOGY
22,4.731,PSYCHONEUROENDOCRINO,188,5,28,18,11,13,8,15,12,7,8,63,NEUROPSYCHOPHARMACOLOGY
23,3.244,NEUROBIOL LEARN MEM,186,2,24,14,16,15,12,16,14,10,29,34,NEUROPSYCHOPHARMACOLOGY
24,4.185,PROG NEURO-PSYCHOPH,178,2,3,11,11,13,18,11,14,13,20,62,NEUROPSYCHOPHARMACOLOGY
25,2.857,FRONT PSYCHIATRY,173,7,11,10,16,13,15,9,15,3,9,65,NEUROPSYCHOPHARMACOLOGY
26,3.831,FRONT PHARMACOL,166,6,9,8,16,11,4,15,13,11,12,61,NEUROPSYCHOPHARMACOLOGY
27,5.426,NEUROIMAGE,165,0,17,16,26,13,8,12,30,6,5,32,NEUROPSYCHOPHARMACOLOGY
28,3.496,GENES BRAIN BEHAV,162,0,21,23,18,12,12,8,14,9,4,41,NEUROPSYCHOPHARMACOLOGY
29,3.786,J AFFECT DISORDERS,162,1,13,20,14,5,14,18,13,10,11,43,NEUROPSYCHOPHARMACOLOGY
30,4.000,J PSYCHIATR RES,155,3,12,10,13,10,11,10,15,7,13,51,NEUROPSYCHOPHARMACOLOGY
31,4.211,ACS CHEM NEUROSCI,148,7,12,13,9,6,16,7,14,11,5,48,NEUROPSYCHOPHARMACOLOGY
32,3.687,INT J MOL SCI,144,4,8,7,6,16,11,7,14,8,10,53,NEUROPSYCHOPHARMACOLOGY
33,5.076,MOL NEUROBIOL,144,0,4,8,9,16,9,16,11,6,19,46,NEUROPSYCHOPHARMACOLOGY
34,6.306,BRAIN BEHAV IMMUN,142,15,9,17,14,7,10,9,12,7,15,27,NEUROPSYCHOPHARMACOLOGY
35,4.300,FRONT CELL NEUROSCI,141,1,6,9,18,10,11,8,9,5,10,54,NEUROPSYCHOPHARMACOLOGY
36,3.877,FRONT NEUROSCI-SWITZ,137,7,16,12,10,9,10,9,8,10,9,37,NEUROPSYCHOPHARMACOLOGY
37,2.832,EUR J NEUROSCI,133,2,12,9,16,5,12,9,19,8,5,36,NEUROPSYCHOPHARMACOLOGY
38,2.662,J NEUROSCI RES,131,5,11,10,6,12,8,9,7,9,13,41,NEUROPSYCHOPHARMACOLOGY
39,2.159,NEUROSCI LETT,129,0,14,9,18,9,7,6,8,6,7,45,NEUROPSYCHOPHARMACOLOGY
40,6.308,CEREB CORTEX,126,0,4,17,10,8,12,18,12,3,6,36,NEUROPSYCHOPHARMACOLOGY
41,2.223,PSYCHIAT RES,126,1,4,8,9,8,12,11,8,7,10,48,NEUROPSYCHOPHARMACOLOGY
42,,CURR OPIN BEHAV SCI,124,1,17,25,18,14,9,8,3,8,5,16,NEUROPSYCHOPHARMACOLOGY
43,3.125,BRAIN RES,123,1,9,11,5,12,6,12,10,7,12,38,NEUROPSYCHOPHARMACOLOGY
44,3.183,ALCOHOL CLIN EXP RES,122,4,14,15,14,9,7,4,10,3,10,32,NEUROPSYCHOPHARMACOLOGY
45,2.517,PHYSIOL BEHAV,121,1,9,9,4,6,7,13,15,4,10,43,NEUROPSYCHOPHARMACOLOGY
46,1.854,BEHAV PHARMACOL,117,1,6,14,7,12,11,6,6,7,10,37,NEUROPSYCHOPHARMACOLOGY
47,4.068,CURR NEUROPHARMACOL,114,2,1,8,11,16,8,7,11,6,6,38,NEUROPSYCHOPHARMACOLOGY
48,4.927,HUM BRAIN MAPP,112,1,22,14,15,3,4,12,20,2,5,14,NEUROPSYCHOPHARMACOLOGY
49,3.902,FRONT MOL NEUROSCI,108,3,6,6,15,11,8,14,11,6,9,19,NEUROPSYCHOPHARMACOLOGY
50,14.163,PROG NEUROBIOL,107,0,1,4,12,8,10,2,6,2,7,55,NEUROPSYCHOPHARMACOLOGY
51,,HDB CANN REL PATHXB,106,0,0,2,4,7,17,13,12,8,6,37,NEUROPSYCHOPHARMACOLOGY
52,3.161,NEURAL PLAST,106,3,4,5,9,7,9,3,11,5,9,41,NEUROPSYCHOPHARMACOLOGY
53,14.319,NEURON,106,2,21,12,10,8,5,8,14,3,6,17,NEUROPSYCHOPHARMACOLOGY
54,6.810,BRIT J PHARMACOL,104,1,15,4,5,8,8,6,7,6,7,37,NEUROPSYCHOPHARMACOLOGY
55,2.871,FRONT HUM NEUROSCI,103,1,2,2,8,8,12,12,14,1,6,37,NEUROPSYCHOPHARMACOLOGY
56,4.231,BRAIN STRUCT FUNCT,102,0,10,14,3,8,14,10,16,6,2,19,NEUROPSYCHOPHARMACOLOGY
57,,FRONT PSYCHOL,100,0,6,6,7,7,8,10,16,6,6,28,NEUROPSYCHOPHARMACOLOGY
58,3.958,SCHIZOPHR RES,98,0,5,7,10,7,8,4,11,6,7,33,NEUROPSYCHOPHARMACOLOGY
59,2.455,PSYCHIAT RES-NEUROIM,96,0,11,8,7,6,6,7,11,7,9,24,NEUROPSYCHOPHARMACOLOGY
60,,NEG AFF STAT COGNXB,95,0,0,6,3,3,8,6,10,4,9,46,NEUROPSYCHOPHARMACOLOGY
61,5.475,PSYCHOL MED,94,0,3,12,8,4,9,7,15,2,11,23,NEUROPSYCHOPHARMACOLOGY
62,6.944,SCHIZOPHRENIA BULL,94,1,8,8,9,11,10,8,4,4,8,23,NEUROPSYCHOPHARMACOLOGY
63,3.500,SOC COGN AFFECT NEUR,90,0,6,16,10,7,4,7,30,1,3,6,NEUROPSYCHOPHARMACOLOGY
64,12.353,NAT COMMUN,88,5,9,10,12,6,5,4,11,6,3,17,NEUROPSYCHOPHARMACOLOGY
65,7.616,ELIFE,82,1,7,6,6,9,6,10,12,4,3,18,NEUROPSYCHOPHARMACOLOGY
66,3.706,J PHARMACOL EXP THER,82,1,11,7,4,9,8,5,4,3,3,27,NEUROPSYCHOPHARMACOLOGY
67,3.864,CURR PSYCHIAT REP,80,4,18,18,7,7,5,5,3,1,2,10,NEUROPSYCHOPHARMACOLOGY
68,3.713,WORLD J BIOL PSYCHIA,79,0,4,3,7,10,6,7,6,3,2,31,NEUROPSYCHOPHARMACOLOGY
69,3.719,BRAIN IMAGING BEHAV,78,0,3,9,7,4,5,7,21,3,2,17,NEUROPSYCHOPHARMACOLOGY
70,4.609,J NEUROCHEM,78,5,5,4,6,5,7,3,6,4,5,28,NEUROPSYCHOPHARMACOLOGY
71,2.231,AM J DRUG ALCOHOL AB,75,1,1,10,6,6,4,4,7,6,7,23,NEUROPSYCHOPHARMACOLOGY
72,2.425,ALCOHOL,71,0,5,4,7,4,4,3,9,6,2,27,NEUROPSYCHOPHARMACOLOGY
73,,DEV PSYCHOPATHOL,71,0,10,14,6,6,3,7,9,5,1,10,NEUROPSYCHOPHARMACOLOGY
74,,ENEURO,71,7,4,12,4,5,3,6,5,3,7,15,NEUROPSYCHOPHARMACOLOGY
75,16.642,JAMA PSYCHIAT,71,2,7,6,7,5,5,1,8,5,7,18,NEUROPSYCHOPHARMACOLOGY
76,3.869,NEUROIMAGE-CLIN,71,0,5,10,9,4,8,7,13,0,1,14,NEUROPSYCHOPHARMACOLOGY
77,9.504,P NATL ACAD SCI USA,66,4,8,10,5,3,3,10,4,4,7,8,NEUROPSYCHOPHARMACOLOGY
78,2.371,INT REV NEUROBIOL,65,1,6,0,3,6,7,1,9,6,4,22,NEUROPSYCHOPHARMACOLOGY
79,2.671,LEARN MEMORY,65,3,8,3,6,3,6,12,8,3,9,4,NEUROPSYCHOPHARMACOLOGY
80,4.293,NICOTINE TOB RES,63,0,5,5,6,5,7,2,8,7,1,17,NEUROPSYCHOPHARMACOLOGY
81,4.277,ANN NY ACAD SCI,62,1,3,6,4,4,4,6,2,9,4,19,NEUROPSYCHOPHARMACOLOGY
82,3.476,J ALZHEIMERS DIS,62,1,2,1,8,5,6,2,6,6,4,21,NEUROPSYCHOPHARMACOLOGY
83,2.219,BRAIN BEHAV,61,1,3,3,5,4,4,6,12,2,5,16,NEUROPSYCHOPHARMACOLOGY
84,4.418,HORM BEHAV,61,0,3,8,2,4,4,6,5,4,5,20,NEUROPSYCHOPHARMACOLOGY
85,,NEUROBIOL STRESS,61,1,8,7,2,6,2,3,8,4,3,17,NEUROPSYCHOPHARMACOLOGY
86,,ONCOTARGET,61,1,3,3,3,5,7,5,6,6,1,21,NEUROPSYCHOPHARMACOLOGY
87,3.671,DIALOGUES CLIN NEURO,60,6,9,6,2,6,5,2,9,0,5,10,NEUROPSYCHOPHARMACOLOGY
88,13.396,AM J PSYCHIAT,59,1,8,8,1,0,5,3,7,3,4,19,NEUROPSYCHOPHARMACOLOGY
89,3.040,EUR J PHARMACOL,58,0,0,7,5,3,2,0,1,5,5,30,NEUROPSYCHOPHARMACOLOGY
90,2.195,NEUROPSYCH DIS TREAT,58,2,2,1,6,6,2,8,8,4,2,17,NEUROPSYCHOPHARMACOLOGY
91,5.365,J PSYCHIATR NEUROSCI,55,1,2,6,8,5,5,5,5,2,3,13,NEUROPSYCHOPHARMACOLOGY
92,2.084,CNS NEUROL DISORD-DR,54,0,5,8,4,6,4,4,6,1,3,13,NEUROPSYCHOPHARMACOLOGY
93,5.043,DEPRESS ANXIETY,54,0,3,8,6,4,3,6,10,3,2,9,NEUROPSYCHOPHARMACOLOGY
94,8.032,CELL REP,53,4,7,3,6,0,2,8,5,1,3,14,NEUROPSYCHOPHARMACOLOGY
95,3.617,EUR ARCH PSY CLIN N,53,1,3,4,2,4,5,4,6,1,4,19,NEUROPSYCHOPHARMACOLOGY
96,3.519,FRONT ENDOCRINOL,53,4,8,5,4,4,4,5,0,2,0,17,NEUROPSYCHOPHARMACOLOGY
97,,BRAIN SCI,52,1,3,2,3,1,4,3,9,0,5,21,NEUROPSYCHOPHARMACOLOGY
98,4.247,J CLIN PSYCHIAT,52,1,3,5,6,5,4,3,4,1,1,19,NEUROPSYCHOPHARMACOLOGY
99,2.787,PHARMACOL REP,52,0,2,1,5,2,5,3,3,1,7,23,NEUROPSYCHOPHARMACOLOGY
100,2.590,REV NEUROSCIENCE,52,2,1,7,3,3,3,4,1,0,7,21,NEUROPSYCHOPHARMACOLOGY
