,Impact Factor,Cited Journal,All Yrs,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,Rest,Journal
16,13.396,AM J PSYCHIAT,468,4,11,10,27,24,21,21,20,16,23,291,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS
17,4.731,PSYCHONEUROENDOCRINO,457,4,33,45,53,69,37,24,31,42,20,99,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS
18,32.635,NAT REV NEUROSCI,447,4,16,43,15,30,26,29,32,60,36,156,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS
19,3.222,PSYCHOPHARMACOLOGY,423,2,14,24,36,24,21,31,5,22,19,225,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS
20,6.308,CEREB CORTEX,422,7,43,50,32,30,28,25,23,26,19,139,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS
21,3.173,BEHAV BRAIN RES,407,9,31,39,26,36,26,38,26,31,14,131,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS
22,15.557,TRENDS COGN SCI,400,3,26,32,15,28,34,44,21,21,25,151,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS
23,11.640,MOL PSYCHIATR,394,9,45,46,32,43,20,27,13,28,28,103,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS
24,3.958,SCHIZOPHR RES,393,1,13,34,26,43,24,30,30,23,22,147,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS
25,10.848,BRAIN,382,0,16,24,23,21,19,22,19,20,9,209,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS
26,2.889,NEUROPSYCHOLOGIA,380,2,14,19,18,21,18,30,33,25,33,167,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS
27, ,ARCH GEN PSYCHIAT,340,0,0,0,0,0,20,25,26,25,16,228,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS
28,2.832,EUR J NEUROSCI,289,3,10,6,11,12,19,13,12,18,21,164,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS
29,2.517,PHYSIOL BEHAV,277,1,11,23,14,4,28,15,9,9,9,154,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS
30,3.400,J COMP NEUROL,276,1,7,5,11,4,5,5,7,11,7,213,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS
31,4.927,HUM BRAIN MAPP,270,9,22,20,36,19,32,12,8,44,8,60,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS
32,5.475,PSYCHOL MED,268,4,18,37,28,24,20,23,16,15,10,73,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS
33,6.944,SCHIZOPHRENIA BULL,266,2,15,22,29,32,29,22,18,15,16,66,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS
34,2.159,NEUROSCI LETT,260,3,8,14,16,14,20,9,18,9,19,130,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS
35,8.055,NEUROLOGY,256,1,4,15,10,16,12,15,11,11,14,147,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS
36,3.786,J AFFECT DISORDERS,254,1,20,29,30,19,25,22,15,16,7,70,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS
37,1.806,EXP BRAIN RES,224,0,8,7,8,6,6,6,14,8,12,149,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS
38,3.118,PSYCHOPHYSIOLOGY,224,2,10,14,15,11,18,12,12,7,5,118,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS
39,2.891,BIOL PSYCHOL,222,2,9,13,18,36,16,20,21,10,12,65,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS
40,2.502,J NEUROPHYSIOL,216,0,3,5,8,4,6,13,9,4,7,157,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS
41,3.468,J COGNITIVE NEUROSCI,211,1,11,10,3,11,3,14,20,21,14,103,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS
42,2.223,PSYCHIAT RES,211,1,12,26,15,31,16,14,11,11,9,65,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS
43,4.277,ANN NY ACAD SCI,203,0,1,4,12,5,8,7,11,16,22,117,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS
44,5.666,PHILOS T R SOC B,201,1,19,9,36,3,17,12,3,23,14,64,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS
45,4.907,CORTEX,196,5,12,27,14,41,16,6,5,13,7,50,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS
46,3.067,ANIM BEHAV,193,2,6,10,7,10,4,8,7,5,11,123,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS
47,2.871,FRONT HUM NEUROSCI,193,2,21,23,44,53,26,10,8,4,1,1,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS
48,4.000,J PSYCHIATR RES,193,1,11,18,26,27,18,11,21,14,11,35,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS
49,3.810,PSYCHOSOM MED,191,2,6,12,13,11,13,13,10,9,13,89,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS
50,11.439,TRENDS NEUROSCI,187,3,9,14,7,12,11,5,9,9,8,100,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS
51,4.249,NEUROPHARMACOLOGY,185,3,15,16,21,25,31,6,5,3,10,50,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS
52, ,FRONT PSYCHOL,182,1,16,57,40,28,18,17,4,0,0,1,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS
53,2.868,INT J PSYCHOPHYSIOL,181,0,8,24,8,19,12,9,6,17,2,76,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS
54,9.251,CURR BIOL,180,1,16,23,13,10,18,12,15,9,16,47,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS
55,5.867,BRIT J PSYCHIAT,177,3,9,10,9,12,2,8,9,21,5,89,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS
56,2.538,PHARMACOL BIOCHEM BE,176,0,2,9,9,8,10,7,10,6,9,106,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS
57,53.254,LANCET,171,2,8,5,9,8,11,6,7,8,6,101,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS
58,4.609,J NEUROCHEM,169,1,6,9,5,5,1,6,11,7,14,104,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS
59,3.500,SOC COGN AFFECT NEUR,162,2,21,23,38,28,12,8,5,9,2,14,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS
60,4.185,PROG NEURO-PSYCHOPH,161,1,17,13,10,15,8,18,7,12,11,49,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS
61,4.454,NEUROBIOL AGING,158,1,6,15,19,10,13,22,9,7,7,49,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS
62,6.541,CURR OPIN NEUROBIOL,154,1,6,6,21,21,6,7,6,10,1,69,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS
63,13.250,PSYCHOL BULL,153,1,6,7,6,8,6,6,5,8,4,96,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS
64,3.614,CLIN NEUROPHYSIOL,149,3,9,5,10,9,7,7,4,10,8,77,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS
65, ,J AUTISM DEV DISORD,149,3,11,15,15,16,11,5,6,6,8,53,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS
66,2.507,BEHAV NEUROSCI,148,0,6,6,1,8,3,4,8,13,8,91,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS
67,1.266,NEUROREPORT,148,0,1,2,1,0,5,5,1,10,4,119,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS
68,3.966,HIPPOCAMPUS,147,1,4,11,4,9,12,12,11,11,7,65,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS
69,14.675,ANNU REV NEUROSCI,146,2,1,8,9,1,4,2,5,10,5,99,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS
70,6.306,BRAIN BEHAV IMMUN,140,3,15,14,12,25,20,14,4,6,9,18,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS
71,4.418,HORM BEHAV,139,3,12,14,4,11,19,9,15,12,9,31,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS
72,7.144,J NEUROL NEUROSUR PS,139,0,5,6,5,7,6,5,3,2,4,96,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS
73, ,PSYCHOL SCI,138,0,7,4,8,13,6,13,13,11,8,55,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS
74,4.011,J BIOL CHEM,137,0,3,5,6,9,7,8,4,5,4,86,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS
75,4.691,TRANSL PSYCHIAT,136,2,26,30,29,20,20,9,0,0,0,0,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS
76,31.398,CELL,134,0,6,7,14,13,9,9,4,3,4,65,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS
77,8.324,MOVEMENT DISORD,127,0,5,14,8,9,15,14,3,4,9,46,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS
78,2.805,ANIM COGN,126,0,23,21,16,6,8,10,12,8,4,18,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS
79,4.129,EUR NEUROPSYCHOPHARM,126,0,6,32,17,13,4,10,7,7,6,24,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS
80,2.494,DEV PSYCHOBIOL,124,0,7,9,10,4,12,2,7,2,5,66,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS
81,4.540,J PHYSIOL-LONDON,122,1,6,2,1,8,3,7,4,4,5,81,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS
82,4.483,EXP NEUROL,121,0,9,5,2,8,10,2,4,6,10,65,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS
83,3.040,EUR J PHARMACOL,120,0,1,9,4,6,1,6,5,4,13,71,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS
84,3.138,FRONT BEHAV NEUROSCI,118,1,14,30,36,17,4,6,5,5,0,0,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS
85, ,J ABNORM PSYCHOL,118,0,2,2,3,5,5,1,9,4,2,85,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS
86,2.455,PSYCHIAT RES-NEUROIM,118,1,4,10,13,13,12,9,6,7,9,34,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS
87, ,COGNITION,115,0,3,3,10,4,5,6,8,6,11,59,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS
88,3.016,AM J MED GENET B,114,0,8,12,5,6,5,9,10,6,16,37,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS
89,47.661,JAMA-J AM MED ASSOC,114,3,2,2,6,5,2,2,1,6,8,77,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS
90,4.122,SCI REP-UK,114,7,43,33,15,8,5,3,0,0,0,0,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS
91,7.230,PSYCHOL REV,113,1,4,1,0,2,0,0,3,2,1,99,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS
92,10.250,ANN NEUROL,110,0,3,2,4,5,6,2,7,4,4,73,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS
93,15.071,BEHAV BRAIN SCI,110,0,2,2,10,5,4,2,7,1,10,67,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS
94,5.227,NEUROBIOL DIS,110,1,11,17,9,14,8,12,15,2,5,16,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS
95,4.247,J CLIN PSYCHIAT,109,0,3,5,5,7,5,9,6,4,6,59,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS
96,2.851,BRAIN LANG,108,4,5,6,2,9,6,2,8,0,5,61,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS
97,6.486,J CHILD PSYCHOL PSYC,108,1,5,10,6,9,3,8,2,4,3,57,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS
98,3.981,INT J NEUROPSYCHOPH,107,0,3,11,15,14,8,11,8,10,13,14,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS
99,3.440,BRAIN RES BULL,106,0,4,2,7,4,3,4,9,1,2,70,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS
100,6.250,J AM ACAD CHILD PSY,106,0,7,4,6,9,8,7,13,4,10,38,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS
